date,price
2021-06-10,2467.85
2021-06-11,2383.54
2021-06-12,2403.58
2021-06-13,2562.82
2021-06-14,2541.84
2021-06-15,2522.43
2021-06-16,2402.42
2021-06-17,2343.23
2021-06-18,2194.37
2021-06-19,2225.64
2021-06-20,2254.99
2021-06-21,1941.23
2021-06-22,1930.48
2021-06-23,1931.56
2021-06-24,2007.27
2021-06-25,1867.87
2021-06-26,1767.57
2021-06-27,1816.34
2021-06-28,2135.01
2021-06-29,2191.26
2021-06-30,2239.11
2021-07-01,2117.6
2021-07-02,2089.0
2021-07-03,2219.55
2021-07-04,2350.42
2021-07-05,2217.31
2021-07-06,2310.85
2021-07-07,2362.01
2021-07-08,2137.8
2021-07-09,2134.85
2021-07-10,2095.08
2021-07-11,2130.87
2021-07-12,2026.57
2021-07-13,1949.46
2021-07-14,1989.35
2021-07-15,1925.09
2021-07-16,1902.35
2021-07-17,1899.02
2021-07-18,1895.28
2021-07-19,1819.3
2021-07-20,1794.03
2021-07-21,1947.62
2021-07-22,2016.29
2021-07-23,2039.45
2021-07-24,2151.04
2021-07-25,2157.66
2021-07-26,2260.97
2021-07-27,2242.77
2021-07-28,2301.1
2021-07-29,2314.17
2021-07-30,2419.57
2021-07-31,2490.81
2021-08-01,2670.0
2021-08-02,2597.51
2021-08-03,2487.41
2021-08-04,2708.97
2021-08-05,2803.67
2021-08-06,2911.7
2021-08-07,3081.75
2021-08-08,2988.72
2021-08-09,3071.56
2021-08-10,3156.55
2021-08-11,3236.2
2021-08-12,3061.61
2021-08-13,3281.0
2021-08-14,3233.92
2021-08-15,3261.22
2021-08-16,3164.98
2021-08-17,3072.0
2021-08-18,3007.34
2021-08-19,3157.16
2021-08-20,3260.97
2021-08-21,3226.38
2021-08-22,3156.96
2021-08-23,3339.98
2021-08-24,3216.7
2021-08-25,3210.0
2021-08-26,3116.84
2021-08-27,3264.37
2021-08-28,3239.14
2021-08-29,3236.0
2021-08-30,3342.39
2021-08-31,3392.83
2021-09-01,3730.0
2021-09-02,3811.26
2021-09-03,3917.19
2021-09-04,3880.55
2021-09-05,3972.05
2021-09-06,3949.99
2021-09-07,3415.04
2021-09-08,3473.72
2021-09-09,3424.95
2021-09-10,3250.96
2021-09-11,3293.97
2021-09-12,3316.89
2021-09-13,3295.57
2021-09-14,3377.76
2021-09-15,3551.43
2021-09-16,3487.77
2021-09-17,3378.01
2021-09-18,3398.69
2021-09-19,3359.13
2021-09-20,3019.11
2021-09-21,2765.16
2021-09-22,3026.36
2021-09-23,3142.44
2021-09-24,2947.01
2021-09-25,2927.45
2021-09-26,3088.41
2021-09-27,2974.94
2021-09-28,2863.28
2021-09-29,2820.49
2021-09-30,2972.8
2021-10-01,3293.01
2021-10-02,3428.74
2021-10-03,3426.97
2021-10-04,3384.3
2021-10-05,3533.79
2021-10-06,3560.16
2021-10-07,3623.58
2021-10-08,3554.29
2021-10-09,3579.31
2021-10-10,3512.75
2021-10-11,3493.73
2021-10-12,3476.8
2021-10-13,3576.0
2021-10-14,3759.36
2021-10-15,3879.87
2021-10-16,3831.77
2021-10-17,3700.98
2021-10-18,3739.16
2021-10-19,3809.34
2021-10-20,4107.96
2021-10-21,4089.19
2021-10-22,3975.35
2021-10-23,4089.33
2021-10-24,4063.12
2021-10-25,4180.8
2021-10-26,4262.82
2021-10-27,3984.14
2021-10-28,4257.6
2021-10-29,4409.1
2021-10-30,4311.57
2021-10-31,4269.5
2021-11-01,4310.99
2021-11-02,4505.48
2021-11-03,4618.0
2021-11-04,4517.22
2021-11-05,4453.68
2021-11-06,4488.09
2021-11-07,4629.0
2021-11-08,4773.85
2021-11-09,4800.0
2021-11-10,4557.49
2021-11-11,4743.2
2021-11-12,4655.12
2021-11-13,4652.4
2021-11-14,4576.79
2021-11-15,4572.81
2021-11-16,4257.79
2021-11-17,4253.17
2021-11-18,4022.41
2021-11-19,4279.0
2021-11-20,4433.39
2021-11-21,4369.45
2021-11-22,4078.51
2021-11-23,4351.45
2021-11-24,4257.24
2021-11-25,4500.0
2021-11-26,4078.31
2021-11-27,4080.89
2021-11-28,4256.95
2021-11-29,4453.8
2021-11-30,4627.16
2021-12-01,4569.99
2021-12-02,4545.44
2021-12-03,4218.61
2021-12-04,4066.1
2021-12-05,4153.22
2021-12-06,4324.65
2021-12-07,4292.32
2021-12-08,4418.54
2021-12-09,4167.7
2021-12-10,3999.61
2021-12-11,4022.39
2021-12-12,4122.34
2021-12-13,3770.01
2021-12-14,3854.24
2021-12-15,4066.0
2021-12-16,4030.84
2021-12-17,3913.17
2021-12-18,3976.42
2021-12-19,3922.25
2021-12-20,3914.36
2021-12-21,4023.92
2021-12-22,4015.75
2021-12-23,4112.67
2021-12-24,4067.43
2021-12-25,4121.52
2021-12-26,4087.98
2021-12-27,4061.3
2021-12-28,3807.82
2021-12-29,3724.98
2021-12-30,3733.98
2021-12-31,3687.67
2022-01-01,3749.75
2022-01-02,3813.67
2022-01-03,3727.99
2022-01-04,3826.65
2022-01-05,3557.41
2022-01-06,3426.38
2022-01-07,3216.5
2022-01-08,3080.64
2022-01-09,3188.77
2022-01-10,3073.5
2022-01-11,3232.52
2022-01-12,3370.8
2022-01-13,3271.94
2022-01-14,3332.6
2022-01-15,3337.18
2022-01-16,3331.0
2022-01-17,3168.54
2022-01-18,3164.35
2022-01-19,3114.58
2022-01-20,3083.99
2022-01-21,2614.44
2022-01-22,2448.91
2022-01-23,2422.9
2022-01-24,2442.65
2022-01-25,2414.06
2022-01-26,2419.99
2022-01-27,2359.79
2022-01-28,2537.68
2022-01-29,2620.0
2022-01-30,2558.81
2022-01-31,2680.71
2022-02-01,2790.0
2022-02-02,2647.75
2022-02-03,2657.49
2022-02-04,2957.62
2022-02-05,3027.15
2022-02-06,2996.0
2022-02-07,3151.38
2022-02-08,3118.37
2022-02-09,3240.0
2022-02-10,3114.29
2022-02-11,2927.28
2022-02-12,2880.0
2022-02-13,2875.03
2022-02-14,2915.92
2022-02-15,3099.47
2022-02-16,3136.48
2022-02-17,2896.67
2022-02-18,2783.64
2022-02-19,2742.0
2022-02-20,2599.4
2022-02-21,2583.87
2022-02-22,2604.01
2022-02-23,2620.7
2022-02-24,2633.01
2022-02-25,2709.14
2022-02-26,2827.2
2022-02-27,2606.65
2022-02-28,2821.51
2022-03-01,2954.79
2022-03-02,2963.89
2022-03-03,2804.5
2022-03-04,2608.32
2022-03-05,2655.49
2022-03-06,2627.79
2022-03-07,2484.17
2022-03-08,2560.8
2022-03-09,2708.44
2022-03-10,2604.0
2022-03-11,2573.6
2022-03-12,2586.98
2022-03-13,2547.01
2022-03-14,2524.55
2022-03-15,2625.59
2022-03-16,2774.5
2022-03-17,2807.99
2022-03-18,2952.01
2022-03-19,2956.8
2022-03-20,2877.47
2022-03-21,2911.51
2022-03-22,3001.61
2022-03-23,2981.96
2022-03-24,3104.85
2022-03-25,3128.32
2022-03-26,3144.0
2022-03-27,3238.88
2022-03-28,3417.28
2022-03-29,3395.2
2022-03-30,3413.71
2022-03-31,3299.98
2022-04-01,3443.19
2022-04-02,3471.2
2022-04-03,3495.0
2022-04-04,3510.17
2022-04-05,3436.17
2022-04-06,3235.47
2022-04-07,3238.51
2022-04-08,3247.98
2022-04-09,3226.04
2022-04-10,3290.16
2022-04-11,2992.28
2022-04-12,2987.7
2022-04-13,3105.73
2022-04-14,3011.47
2022-04-15,3030.16
2022-04-16,3034.06
2022-04-17,3045.7
2022-04-18,3005.18
2022-04-19,3094.31
2022-04-20,3085.0
2022-04-21,3001.41
2022-04-22,2971.28
2022-04-23,2961.98
2022-04-24,2941.25
2022-04-25,2996.74
2022-04-26,2828.63
2022-04-27,2864.84
2022-04-28,2948.97
2022-04-29,2806.13
2022-04-30,2788.47
2022-05-01,2812.7
2022-05-02,2827.69
2022-05-03,2774.37
2022-05-04,2943.42
2022-05-05,2754.37
2022-05-06,2704.81
2022-05-07,2673.55
2022-05-08,2539.33
2022-05-09,2286.1
2022-05-10,2321.92
2022-05-11,2031.16
2022-05-12,1925.01
2022-05-13,2043.75
2022-05-14,1997.47
2022-05-15,2128.88
2022-05-16,2030.99
2022-05-17,2051.9
2022-05-18,1962.74
2022-05-19,2011.38
2022-05-20,1957.64
2022-05-21,1972.76
2022-05-22,2004.77
2022-05-23,1996.35
2022-05-24,1967.21
2022-05-25,1959.09
2022-05-26,1826.05
2022-05-27,1744.16
2022-05-28,1790.25
2022-05-29,1793.03
2022-05-30,1952.14
2022-05-31,1948.13
2022-06-01,1794.22
2022-06-02,1824.05
2022-06-03,1758.06
2022-06-04,1774.69
2022-06-05,1809.74
2022-06-06,1860.47
2022-06-07,1844.73
2022-06-08,1796.12
2022-06-09,1792.44
2022-06-10,1677.39
2022-06-11,1521.84
2022-06-12,1477.97
2022-06-13,1243.08
2022-06-14,1187.3
2022-06-15,1177.44
2022-06-16,1096.86
2022-06-17,1095.0
2022-06-18,902.25
2022-06-19,1138.58
2022-06-20,1119.96
2022-06-21,1121.57
2022-06-22,1051.16
2022-06-23,1134.2
2022-06-24,1215.09
2022-06-25,1207.44
2022-06-26,1247.7
2022-06-27,1202.24
2022-06-28,1160.55
2022-06-29,1107.93
2022-06-30,1011.67
2022-07-01,1067.88
2022-07-02,1062.79
2022-07-03,1083.27
2022-07-04,1120.44
2022-07-05,1154.34
2022-07-06,1160.63
2022-07-07,1237.75
2022-07-08,1242.36
2022-07-09,1219.84
2022-07-10,1177.5
2022-07-11,1136.62
2022-07-12,1046.0
2022-07-13,1075.93
2022-07-14,1191.48
2022-07-15,1256.28
2022-07-16,1345.6
2022-07-17,1343.41
2022-07-18,1473.04
2022-07-19,1559.6
2022-07-20,1524.0
2022-07-21,1586.73
2022-07-22,1525.01
2022-07-23,1523.82
2022-07-24,1611.43
2022-07-25,1520.86
2022-07-26,1379.02
2022-07-27,1601.64
2022-07-28,1756.28
2022-07-29,1733.17
2022-07-30,1702.82
2022-07-31,1721.29
2022-08-01,1622.95
2022-08-02,1650.3
2022-08-03,1641.88
2022-08-04,1590.67
2022-08-05,1679.93
2022-08-06,1715.0
2022-08-07,1722.52
2022-08-08,1799.85
2022-08-09,1698.01
2022-08-10,1842.6
2022-08-11,1902.53
2022-08-12,1933.74
2022-08-13,1991.91
2022-08-14,1942.57
2022-08-15,1904.74
2022-08-16,1885.13
2022-08-17,1850.2
2022-08-18,1876.87
2022-08-19,1687.8
2022-08-20,1531.94
2022-08-21,1618.24
2022-08-22,1578.05
2022-08-23,1649.28
2022-08-24,1683.37
2022-08-25,1707.8
2022-08-26,1557.41
2022-08-27,1480.58
2022-08-28,1483.47
2022-08-29,1546.83
2022-08-30,1557.62
2022-08-31,1572.96
2022-09-01,1580.77
2022-09-02,1568.51
2022-09-03,1552.16
2022-09-04,1571.36
2022-09-05,1598.42
2022-09-06,1579.95
2022-09-07,1641.59
2022-09-08,1644.75
2022-09-09,1720.62
2022-09-10,1734.07
2022-09-11,1759.33
2022-09-12,1724.26
2022-09-13,1607.5
2022-09-14,1603.66
2022-09-15,1504.22
2022-09-16,1436.0
2022-09-17,1462.59
2022-09-18,1370.86
2022-09-19,1357.73
2022-09-20,1342.61
2022-09-21,1313.67
2022-09-22,1324.18
2022-09-23,1301.98
2022-09-24,1342.22
2022-09-25,1293.03
2022-09-26,1325.05
2022-09-27,1324.42
2022-09-28,1351.26
2022-09-29,1338.25
2022-09-30,1331.3
2022-10-01,1309.66
2022-10-02,1303.74
2022-10-03,1323.92
2022-10-04,1362.09
2022-10-05,1346.06
2022-10-06,1363.88
2022-10-07,1332.01
2022-10-08,1325.2
2022-10-09,1320.9
2022-10-10,1307.39
2022-10-11,1282.78
2022-10-12,1298.57
2022-10-13,1294.3
2022-10-14,1302.2
2022-10-15,1280.85
2022-10-16,1311.01
2022-10-17,1330.45
2022-10-18,1314.44
2022-10-19,1293.99
2022-10-20,1281.77
2022-10-21,1302.46
2022-10-22,1316.05
2022-10-23,1330.22
2022-10-24,1351.91
2022-10-25,1473.0
2022-10-26,1554.46
2022-10-27,1527.81
2022-10-28,1561.0
2022-10-29,1627.4
2022-10-30,1595.49
2022-10-31,1566.34
2022-11-01,1575.52
2022-11-02,1513.45
2022-11-03,1541.15
2022-11-04,1647.04
2022-11-05,1631.71
2022-11-06,1604.04
2022-11-07,1575.7
2022-11-08,1335.07
2022-11-09,1105.81
2022-11-10,1320.71
2022-11-11,1265.94
2022-11-12,1255.72
2022-11-13,1216.6
2022-11-14,1226.43
2022-11-15,1244.39
2022-11-16,1206.04
2022-11-17,1205.7
2022-11-18,1208.8
2022-11-19,1210.0
2022-11-20,1139.38
2022-11-21,1092.64
2022-11-22,1130.19
2022-11-23,1168.79
2022-11-24,1195.2
2022-11-25,1199.67
2022-11-26,1209.93
2022-11-27,1216.21
2022-11-28,1172.11
2022-11-29,1219.38
2022-11-30,1296.99
2022-12-01,1276.85
2022-12-02,1290.99
2022-12-03,1260.76
2022-12-04,1277.23
2022-12-05,1259.46
2022-12-06,1256.66
2022-12-07,1231.63
2022-12-08,1278.18
2022-12-09,1259.91
2022-12-10,1268.94
2022-12-11,1264.92
2022-12-12,1275.15
2022-12-13,1320.19
2022-12-14,1310.85
2022-12-15,1264.65
2022-12-16,1194.61
2022-12-17,1179.27
2022-12-18,1182.99
2022-12-19,1176.05
2022-12-20,1216.55
2022-12-21,1211.12
2022-12-22,1215.0
2022-12-23,1221.85
2022-12-24,1218.69
2022-12-25,1218.33
2022-12-26,1216.7
2022-12-27,1210.24
2022-12-28,1186.77
2022-12-29,1195.2
2022-12-30,1197.2
2022-12-31,1199.52
2023-01-01,1202.11
2023-01-02,1221.34
2023-01-03,1210.65
2023-01-04,1252.16
2023-01-05,1251.32
2023-01-06,1266.32
2023-01-07,1264.2
2023-01-08,1269.72
2023-01-09,1317.74
2023-01-10,1339.75
2023-01-11,1342.74
2023-01-12,1427.58
2023-01-13,1456.07
2023-01-14,1538.04
2023-01-15,1552.35
2023-01-16,1579.41
2023-01-17,1581.5
2023-01-18,1528.2
2023-01-19,1545.03
2023-01-20,1637.84
2023-01-21,1660.63
2023-01-22,1628.25
2023-01-23,1632.14
2023-01-24,1599.45
2023-01-25,1617.97
2023-01-26,1602.99
2023-01-27,1598.72
2023-01-28,1567.24
2023-01-29,1643.21
2023-01-30,1557.18
2023-01-31,1576.74
2023-02-01,1635.79
2023-02-02,1640.8
2023-02-03,1657.36
2023-02-04,1678.81
2023-02-05,1622.4
2023-02-06,1638.37
2023-02-07,1667.49
2023-02-08,1652.81
2023-02-09,1541.0
2023-02-10,1507.0
2023-02-11,1535.6
2023-02-12,1511.92
2023-02-13,1486.15
2023-02-14,1555.78
2023-02-15,1665.44
2023-02-16,1682.03
2023-02-17,1695.34
2023-02-18,1688.0
2023-02-19,1686.12
2023-02-20,1700.7
2023-02-21,1641.12
2023-02-22,1619.33
2023-02-23,1646.58
2023-02-24,1602.99
2023-02-25,1574.0
2023-02-26,1642.65
2023-02-27,1627.28
2023-02-28,1605.47
2023-03-01,1656.7
2023-03-02,1641.69
2023-03-03,1558.69
2023-03-04,1556.43
2023-03-05,1571.74
2023-03-06,1566.31
2023-03-07,1550.4
2023-03-08,1552.67
2023-03-09,1432.87
2023-03-10,1426.2
2023-03-11,1475.61
2023-03-12,1562.36
2023-03-13,1672.75
2023-03-14,1708.72
2023-03-15,1652.89
2023-03-16,1658.91
2023-03-17,1743.94
2023-03-18,1796.69
2023-03-19,1799.55
2023-03-20,1760.3
2023-03-21,1798.2
2023-03-22,1736.07
2023-03-23,1817.2
2023-03-24,1750.0
2023-03-25,1732.01
2023-03-26,1761.52
2023-03-27,1707.6
2023-03-28,1774.61
2023-03-29,1803.13
2023-03-30,1795.1
2023-03-31,1817.14
2023-04-01,1817.06
2023-04-02,1789.24
2023-04-03,1780.58
2023-04-04,1879.0
2023-04-05,1905.27
2023-04-06,1865.02
2023-04-07,1853.74
2023-04-08,1855.68
2023-04-09,1857.01
2023-04-10,1885.87
2023-04-11,1895.2
2023-04-12,1908.85
2023-04-13,2008.64
2023-04-14,2107.57
2023-04-15,2089.25
2023-04-16,2122.92
2023-04-17,2078.22
2023-04-18,2092.83
2023-04-19,1981.65
2023-04-20,1938.1
2023-04-21,1838.38
2023-04-22,1868.86
2023-04-23,1848.21
2023-04-24,1837.7
2023-04-25,1860.78
2023-04-26,1865.73
2023-04-27,1919.58
2023-04-28,1895.84
2023-04-29,1904.53
2023-04-30,1892.35
2023-05-01,1809.79
2023-05-02,1870.08
2023-05-03,1874.03
2023-05-04,1878.06
2023-05-05,1990.86
2023-05-06,1898.07
2023-05-07,1913.16
2023-05-08,1840.91
2023-05-09,1848.64
2023-05-10,1858.8
2023-05-11,1796.09
2023-05-12,1788.28
2023-05-13,1804.4
2023-05-14,1799.1
2023-05-15,1826.27
2023-05-16,1821.41
2023-05-17,1826.2
2023-05-18,1796.79
2023-05-19,1812.7
2023-05-20,1817.13
2023-05-21,1806.42
2023-05-22,1818.16
2023-05-23,1854.86
2023-05-24,1804.97
2023-05-25,1809.86
2023-05-26,1835.42
2023-05-27,1827.72
2023-05-28,1854.69
2023-05-29,1893.48
2023-05-30,1904.12
2023-05-31,1865.88
