Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Return,MA_20,MA_50,Volatility_20,Volatility_50
2024-10-21 00:00:00-04:00,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,235.1565399169922,36254500,0.0,0.0,,236.47999572753906,236.47999572753906,,
2024-10-22 00:00:00-04:00,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,234.54005432128906,38846600,0.0,0.0,-0.002621765597043635,236.1699981689453,236.1699981689453,,
2024-10-23 00:00:00-04:00,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,229.46856689453125,52287000,0.0,0.0,-0.021623022514703605,234.36666361490884,234.36666361490884,,
2024-10-24 00:00:00-04:00,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,229.27963256835938,31109500,0.0,0.0,-0.0008233107433687215,233.41749954223633,233.41749954223633,,
2024-10-25 00:00:00-04:00,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,230.1149444580078,38802300,0.0,0.0,0.0036431292501519774,233.01600036621093,233.01600036621093,,
2024-10-28 00:00:00-04:00,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,232.09378051757812,36087100,0.0,0.0,0.008599413175243154,233.0799992879232,233.0799992879232,,
2024-10-29 00:00:00-04:00,233.10000610351562,234.3300018310547,232.32000732421875,233.6699981689453,232.36227416992188,35417200,0.0,0.0,0.0011568306749001334,233.1642848423549,233.1642848423549,,
2024-10-30 00:00:00-04:00,232.61000061035156,233.47000122070312,229.5500030517578,230.10000610351562,228.812255859375,47070900,0.0,0.0,-0.015277922255336196,232.78125,232.78125,,
2024-10-31 00:00:00-04:00,229.33999633789062,229.8300018310547,225.3699951171875,225.91000366210938,224.64572143554688,64370100,0.0,0.0,-0.01820948426885871,232.01777818467883,232.01777818467883,,
2024-11-01 00:00:00-04:00,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,221.6625213623047,65276700,0.0,0.0,-0.013279624414008095,231.10700073242188,231.10700073242188,,
2024-11-04 00:00:00-05:00,220.99000549316406,222.7899932861328,219.7100067138672,222.00999450683594,220.7675323486328,44944500,0.0,0.0,-0.004037544930633463,230.28000016645953,230.28000016645953,,
2024-11-05 00:00:00-05:00,221.8000030517578,223.9499969482422,221.13999938964844,223.4499969482422,222.199462890625,28111300,0.0,0.0,0.006486205472888695,229.71083323160806,229.71083323160806,,
2024-11-06 00:00:00-05:00,222.61000061035156,226.07000732421875,221.19000244140625,222.72000122070312,221.47357177734375,54561100,0.0,0.0,-0.0032669310248778505,229.17307692307693,229.17307692307693,,
2024-11-07 00:00:00-05:00,224.6300048828125,227.8800048828125,224.57000732421875,227.47999572753906,226.2069091796875,42137700,0.0,0.0,0.02137210165565251,229.05214255196708,229.05214255196708,,
2024-11-08 00:00:00-05:00,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,225.93814086914062,38328800,0.25,0.0,-0.0022858669924307184,228.91266682942708,228.91266682942708,,
2024-11-11 00:00:00-05:00,225.0,225.6999969482422,221.5,224.22999572753906,223.22044372558594,42005600,0.0,0.0,-0.01202859933719469,228.61999988555908,228.61999988555908,,
2024-11-12 00:00:00-05:00,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,223.22044372558594,40398300,0.0,0.0,0.0,228.36176434685203,228.36176434685203,,
2024-11-13 00:00:00-05:00,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,224.10641479492188,48566200,0.0,0.0,0.003969136184303723,228.1816660563151,228.1816660563151,,
2024-11-14 00:00:00-05:00,225.02000427246094,228.8699951171875,225.0,228.22000122070312,227.1924591064453,44923900,0.0,0.0,0.013770460957508002,228.18368369654604,228.18368369654604,,
2024-11-15 00:00:00-05:00,226.39999389648438,226.9199981689453,224.27000427246094,225.0,223.98695373535156,47923700,0.0,0.0,-0.014109198157391867,228.02449951171874,228.02449951171874,,
2024-11-18 00:00:00-05:00,225.25,229.74000549316406,225.1699981689453,228.02000427246094,226.9933624267578,44633700,0.0,0.0,0.013422241210937491,227.60149993896485,228.02428545270647,0.18222385854078513,
2024-11-19 00:00:00-05:00,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,227.252197265625,36211800,0.0,0.0,0.0011402267431117608,227.2224998474121,228.0359087857333,0.1824762434296215,
2024-11-20 00:00:00-05:00,228.05999755859375,229.92999267578125,225.88999938964844,229.0,227.9689483642578,35169600,0.0,0.0,0.0031540267415159917,227.1345001220703,228.07782579504925,0.1668904489432789,
2024-11-21 00:00:00-05:00,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,227.49110412597656,42108300,0.0,0.0,-0.002096051211960992,227.03199996948243,228.09624989827475,0.16700143430300626,
2024-11-22 00:00:00-05:00,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,228.8350372314453,38168300,0.0,0.0,0.005907539031537068,226.95499954223632,228.16719970703124,0.16791835686196135,
2024-11-25 00:00:00-05:00,231.4600067138672,233.25,229.74000549316406,232.8699951171875,231.82151794433594,90152800,0.0,0.0,0.013050855108212911,226.9284996032715,228.34807645357571,0.17174052824961528,
2024-11-26 00:00:00-05:00,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,234.0016632080078,45986200,0.0,0.0,0.009404399395912533,226.9979995727539,228.59666612413196,0.17497910274876238,
2024-11-27 00:00:00-05:00,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,233.87225341796875,33498400,0.0,0.0,-0.000553071063399857,227.2394989013672,228.82285635811942,0.16505680942059597,
2024-11-29 00:00:00-05:00,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,236.26144409179688,28481400,0.0,0.0,0.01021584825308186,227.81049880981445,229.11620620201373,0.15123475761693642,
2024-12-02 00:00:00-05:00,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,238.51126098632812,48137100,0.0,0.0,0.009522582435425697,228.6444984436035,229.4653325398763,0.1409667385775911,
2024-12-03 00:00:00-05:00,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,241.5574951171875,38861000,0.0,0.0,0.01277180852859261,229.67649841308594,229.89064419654107,0.1414324929232397,
2024-12-04 00:00:00-05:00,242.8699951171875,244.11000061035156,241.25,243.00999450683594,241.91586303710938,44383900,0.0,0.0,0.0014836209330593153,230.6544982910156,230.3006238937378,0.141611777874101,
2024-12-05 00:00:00-05:00,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,241.94573974609375,40033900,0.0,0.0,0.00012344668933361724,231.6704978942871,230.68666539047703,0.13972614417995133,
2024-12-06 00:00:00-05:00,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,241.74664306640625,36870600,0.0,0.0,-0.0008228972752098995,232.4384979248047,231.0441163006951,0.12547893638619895,
2024-12-09 00:00:00-05:00,241.8300018310547,247.24000549316406,241.75,246.75,245.63902282714844,44649200,0.0,0.0,0.01610115187396466,233.42799758911133,231.49285583496095,0.13145099695611454,
2024-12-10 00:00:00-05:00,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,246.65444946289062,36914800,0.0,0.0,0.004133755916761572,234.60499801635743,231.9449988471137,0.11663594224503329,
2024-12-11 00:00:00-05:00,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,245.3802032470703,45205800,0.0,0.0,-0.005166076430661581,235.71799850463867,232.33810713484482,0.12095223370104179,
2024-12-12 00:00:00-05:00,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,246.84361267089844,32777500,0.0,0.0,0.005963735599591624,236.85999908447266,232.7492097553454,0.12098402718751486,
2024-12-13 00:00:00-05:00,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,247.0128173828125,33155300,0.0,0.0,0.0006855870476785153,237.85549926757812,233.14358911758814,0.11707031044607985,
2024-12-16 00:00:00-05:00,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,249.9097137451172,51694800,0.0,0.0,0.011727676403724852,239.15749893188476,233.59099922180175,0.0977586049666705,
2024-12-17 00:00:00-05:00,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,252.33872985839844,51356400,0.0,0.0,0.009719576588042456,240.43049850463868,234.07609669755143,0.09461615686113965,
2024-12-18 00:00:00-05:00,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,246.9331817626953,56774100,0.0,0.0,-0.021421779893107784,241.41899871826172,234.40880875360398,0.1336777470413108,
2024-12-19 00:00:00-05:00,247.5,252.0,247.08999633789062,249.7899932861328,248.66534423828125,60882300,0.0,0.0,0.007014675319362729,242.45849838256837,234.76651071947674,0.1339809834972379,
2024-12-20 00:00:00-05:00,248.0399932861328,255.0,245.69000244140625,254.49000549316406,253.3441925048828,147495300,0.0,0.0,0.018815854651340613,243.75699844360352,235.21477196433327,0.14093970158922886,
2024-12-23 00:00:00-05:00,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,254.12069702148438,40858800,0.0,0.0,0.0030649485734630666,245.0269989013672,235.66044379340278,0.14117400112794057,
2024-12-24 00:00:00-05:00,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,257.0374755859375,23234700,0.0,0.0,0.011478073747524853,246.2934997558594,236.15043441109034,0.1401340691214891,
2024-12-26 00:00:00-05:00,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,257.853759765625,27237100,0.0,0.0,0.003175742710589624,247.4914993286133,236.63702067923037,0.13940550992433579,
2024-12-27 00:00:00-05:00,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,254.43922424316406,42355300,0.0,0.0,-0.013242192962953925,248.52449951171874,237.0318743387858,0.15263920493687283,
2024-12-30 00:00:00-05:00,252.22999572753906,253.5,250.75,252.1999969482422,251.0644989013672,35557500,0.0,0.0,-0.013263427513676485,249.26799926757812,237.34142786142777,0.16291075959360707,
